 ,Area,X,Y,BX,BY,Width,Height,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1018,15,1821.633,14154.300,1818,14153,8,3,0.537,8.246,1818,14153,165.964,3.000,3.450,0.290,0.714
1019,4,510.500,14175.000,509,14173,3,4,0.457,5.000,509,14173,126.870,1.789,3.873,0.258,0.571
1020,48,6415.062,14209.375,6411,14205,8,8,0.967,9.220,6412,14213,40.601,7.778,1.128,0.886,0.897
1021,8,709.750,14220.375,708,14219,4,3,1.000,5.000,708,14222,36.870,2.828,1.939,0.516,0.842
1022,41,4669.427,14232.695,4662,14227,13,9,0.416,14.765,4662,14235,28.301,6.544,2.818,0.355,0.582
1023,18,991.444,14238.889,988,14236,6,6,0.734,8.485,988,14236,135.000,3.536,2.702,0.370,0.800
1024,4,1016.750,14253.750,1015,14253,3,2,0.857,3.606,1015,14253,146.310,2.000,2.000,0.500,0.800
1025,1135,5017.497,14290.341,4997,14271,40,41,0.640,45.222,5001,14274,125.096,35.843,1.210,0.826,0.922
1026,60,2265.850,14277.617,2260,14274,11,8,0.835,11.402,2260,14278,15.255,8.000,1.423,0.703,0.851
1027,9,854.167,14292.500,852,14291,4,3,1.000,5.000,852,14291,143.130,3.000,1.542,0.648,0.857
1028,11,3471.409,14296.864,3468,14295,6,4,0.589,6.325,3468,14297,18.435,3.726,1.884,0.531,0.667
1029,24,5738.250,14326.083,5735,14324,6,5,0.941,7.211,5735,14324,146.310,5.000,1.379,0.725,0.906
1030,14,4862.857,14327.571,4860,14325,5,5,0.880,6.403,4861,14325,128.660,3.536,1.993,0.502,0.800
1031,16,5417.500,14355.375,5415,14353,5,5,1.000,5.831,5415,14357,30.964,4.243,1.452,0.689,0.821
1032,7,4939.500,14362.214,4938,14361,3,3,1.000,3.606,4938,14361,123.690,3.000,1.069,0.936,0.875
1033,14,1736.714,14387.286,1734,14386,6,3,0.911,6.325,1734,14388,18.435,3.000,1.851,0.540,0.903
1034,5,4118.300,14396.900,4117,14396,3,2,1.000,3.606,4117,14398,33.690,2.000,1.553,0.644,0.909
1035,35,4850.586,14402.186,4847,14399,7,6,1.000,8.062,4847,14404,29.745,6.000,1.189,0.841,0.921
1036,5,6454.500,14405.500,6454,14403,1,5,0.536,5.099,6454,14403,101.310,1.000,5.000,0.200,1.000
1037,210,5262.195,14419.210,5254,14411,16,17,0.915,17.889,5258,14427,63.435,16.000,1.041,0.961,0.929
1038,48,2852.458,14441.542,2848,14437,9,9,0.889,9.487,2851,14437,108.435,8.200,1.160,0.862,0.821
1039,17,3997.147,14442.912,3994,14441,6,4,0.911,6.708,3994,14444,26.565,4.000,1.686,0.593,0.872
1040,18,5343.222,14443.000,5340,14441,6,4,0.895,6.708,5340,14444,26.565,4.000,1.500,0.667,0.878
1041,10,2815.700,14446.000,2814,14444,4,4,0.887,5.657,2814,14448,45.000,3.536,1.864,0.537,0.800
1042,710,4991.976,14488.938,4976,14472,30,33,0.835,34.015,4987,14472,114.305,29.069,1.179,0.848,0.931
1043,6,4308.667,14486.667,4307,14485,3,4,0.686,5.000,4307,14489,53.130,2.530,2.391,0.418,0.706
1044,134,4303.537,14498.627,4297,14491,13,14,0.916,14.866,4301,14505,70.346,13.000,1.082,0.924,0.915
1045,131,6085.905,14498.378,6079,14492,14,13,0.772,14.866,6079,14501,19.654,13.000,1.111,0.900,0.882
1046,750,4955.181,14513.445,4942,14496,29,34,0.848,36.401,4947,14496,110.925,29.000,1.222,0.818,0.949
1047,255,4435.327,14522.225,4426,14513,19,18,0.928,20.248,4427,14528,32.905,17.678,1.123,0.890,0.927
1048,55,4268.791,14526.555,4264,14523,9,8,0.823,10.000,4264,14524,143.130,8.000,1.120,0.893,0.887
1049,9,2563.500,14532.500,2562,14531,3,3,1.000,4.243,2562,14531,135.000,3.000,1.000,1.000,1.000
1050,379,4251.397,14563.782,4240,14553,23,22,0.902,23.770,4241,14558,157.751,22.000,1.085,0.922,0.937
1051,16,4526.500,14555.875,4524,14554,5,4,1.000,5.831,4524,14557,30.964,4.000,1.262,0.792,0.889
1052,4,5992.000,14572.000,5991,14571,2,2,1.000,2.828,5991,14571,135.000,2.000,1.000,1.000,1.000
1053,11,4426.591,14580.682,4424,14579,5,3,0.887,5.831,4424,14582,30.964,3.000,2.173,0.460,0.846
1054,23,1814.674,14590.109,1810,14585,9,10,0.383,13.454,1810,14595,48.013,3.536,5.593,0.179,0.613
1055,534,1383.841,14655.897,1370,14642,28,28,0.635,36.235,1370,14665,39.401,25.044,1.347,0.742,0.875
1056,69,1219.775,14683.123,1213,14678,12,10,0.592,13.416,1213,14685,26.565,9.414,1.299,0.770,0.767
1057,14,5350.500,14682.857,5348,14681,5,4,0.993,5.831,5348,14684,30.964,4.000,1.604,0.623,0.848
1058,420,2418.514,14699.319,2407,14688,24,24,0.779,26.401,2414,14712,65.376,23.200,1.108,0.902,0.922
1059,305,2299.103,14701.441,2289,14692,20,19,0.914,21.932,2289,14697,155.772,19.000,1.091,0.917,0.940
1060,22,2953.682,14703.409,2950,14701,7,5,0.681,8.062,2950,14705,29.745,4.919,1.901,0.526,0.815
1061,55,1196.845,14713.118,1191,14709,10,8,0.673,10.770,1191,14712,158.199,8.000,1.162,0.860,0.809
1062,479,2708.822,14738.665,2695,14727,27,23,0.808,29.530,2696,14745,28.301,23.000,1.206,0.829,0.924
1063,4,6461.000,14748.000,6460,14746,2,4,0.539,4.472,6460,14750,63.435,1.789,3.493,0.286,0.667
1064,5,6461.700,14758.500,6461,14756,2,5,0.403,5.099,6461,14756,101.310,2.000,3.080,0.325,0.625
1065,962,2782.379,14774.973,2763,14757,38,36,0.657,41.677,2763,14782,30.256,33.000,1.207,0.828,0.918
1066,127,1775.713,14781.303,1769,14775,14,13,0.805,15.264,1770,14786,31.608,13.000,1.175,0.851,0.836
1067,21,5551.071,14802.452,5548,14799,6,6,0.600,7.211,5549,14805,56.310,5.657,1.247,0.802,0.750
1068,31,5562.887,14807.210,5557,14805,13,4,0.446,13.038,5557,14806,175.601,4.000,3.522,0.284,0.738
1069,21,2553.976,14823.690,2551,14821,6,5,0.802,6.708,2551,14825,26.565,5.000,1.285,0.778,0.824
1070,22,2842.273,14824.909,2839,14821,6,7,0.629,9.220,2839,14828,49.399,4.243,2.375,0.421,0.786
1071,4,4315.500,14869.250,4314,14868,3,2,1.000,3.162,4314,14869,161.565,2.000,1.468,0.681,0.800
1072,6,6330.333,14870.667,6329,14869,3,3,1.000,3.606,6329,14872,33.690,2.828,1.291,0.775,0.800
1073,7,6461.786,14885.500,6460,14882,3,7,0.324,7.616,6460,14889,66.801,1.897,5.433,0.184,0.583
1074,44,1375.386,14898.205,1371,14894,8,8,0.887,9.220,1372,14901,40.601,8.000,1.042,0.960,0.815
1075,51,1366.676,14911.088,1362,14907,9,8,0.782,10.000,1362,14913,36.870,8.000,1.147,0.872,0.823
1076,80,2819.200,14922.812,2813,14918,12,10,0.898,12.369,2813,14921,165.964,10.000,1.138,0.879,0.874
1077,16,1355.250,14921.062,1352,14919,6,5,0.719,6.325,1352,14921,18.435,5.000,1.091,0.917,0.744
1078,22,4266.045,14934.955,4263,14929,5,10,0.431,11.180,4263,14939,63.435,4.315,3.637,0.275,0.657
1079,16,3307.625,14947.000,3305,14945,5,4,0.927,5.831,3305,14948,30.964,4.000,1.339,0.747,0.865
1080,15,2796.833,14976.967,2794,14975,5,4,0.976,5.657,2795,14979,45.000,4.000,1.251,0.800,0.857
1081,22,2827.409,14987.318,2824,14985,6,5,0.922,6.708,2824,14988,26.565,5.000,1.245,0.803,0.880
1082,82,5069.598,15000.024,5063,14995,12,10,0.783,12.649,5063,15001,18.435,10.000,1.206,0.829,0.863
1083,8,5163.750,15031.750,5162,15030,3,4,0.914,4.472,5163,15034,63.435,3.000,1.416,0.706,0.800
1084,5,1324.300,15050.900,1323,15050,3,2,1.000,3.606,1323,15052,33.690,2.000,1.553,0.644,0.909
1085,4,6099.000,15084.000,6098,15083,2,2,1.000,2.828,6098,15083,135.000,2.000,1.000,1.000,1.000
1086,34,3150.618,15126.471,3147,15123,7,7,0.919,8.485,3147,15129,45.000,6.364,1.308,0.765,0.861
1087,6,5442.500,15126.000,5441,15125,3,2,1.000,3.606,5441,15125,146.310,2.000,1.500,0.667,1.000
1088,7,4447.214,15134.500,4446,15133,3,3,1.000,3.606,4446,15133,123.690,3.000,1.069,0.936,0.875
1089,11,3373.773,15143.227,3371,15142,6,3,0.715,6.325,3371,15142,161.565,2.910,2.684,0.373,0.759
1090,5,3382.700,15144.900,3381,15144,3,2,1.000,3.606,3381,15144,146.310,2.000,1.553,0.644,0.909
1091,4,2536.000,15165.000,2535,15164,2,2,1.000,2.828,2535,15164,135.000,2.000,1.000,1.000,1.000
1092,5,6458.100,15175.500,6457,15173,2,5,0.462,5.385,6457,15178,68.199,1.897,4.051,0.247,0.667
1093,15,2862.767,15182.433,2860,15180,5,4,0.898,6.403,2860,15184,38.660,4.000,1.611,0.621,0.882
1094,7,2835.214,15192.500,2834,15191,3,3,1.000,3.606,2834,15191,123.690,3.000,1.069,0.936,0.875
1095,7,3591.214,15212.500,3590,15211,3,3,1.000,3.606,3590,15211,123.690,3.000,1.069,0.936,0.875
1096,543,5298.579,15224.382,5284,15212,30,25,0.817,30.871,5285,15232,24.905,24.749,1.247,0.802,0.925
1097,12,5487.167,15215.167,5485,15213,4,4,1.000,5.657,5485,15217,45.000,3.536,1.651,0.606,0.889
1098,4,2577.000,15218.000,2576,15217,2,2,1.000,2.828,2576,15217,135.000,2.000,1.000,1.000,1.000
1099,1735,2804.517,15254.558,2783,15227,43,52,0.724,52.887,2793,15278,74.650,43.000,1.196,0.836,0.947
1100,14,2752.786,15235.000,2751,15233,4,4,1.000,5.000,2751,15233,126.870,4.000,1.020,0.981,0.933
1101,19,2675.500,15245.132,2673,15243,5,5,1.000,6.403,2673,15247,38.660,4.950,1.244,0.804,0.884
1102,33,3814.348,15262.530,3811,15259,7,7,0.732,9.220,3811,15265,40.601,6.364,1.411,0.709,0.795
1103,7,4157.500,15263.214,4156,15262,3,3,1.000,3.606,4156,15262,123.690,3.000,1.069,0.936,0.875
1104,6,2781.667,15266.667,2781,15264,2,5,0.555,5.099,2781,15264,101.310,2.000,3.003,0.333,0.750
1105,6,3701.833,15268.333,3700,15267,3,3,0.916,3.606,3701,15267,123.690,3.000,1.124,0.890,0.800
1106,479,2755.993,15285.667,2744,15272,24,29,0.763,30.083,2749,15272,105.422,22.808,1.319,0.758,0.910
1107,26,2663.192,15279.462,2660,15277,6,5,1.000,7.211,2660,15281,33.690,5.000,1.203,0.831,0.929
1108,60,2647.483,15297.567,2642,15293,10,9,0.920,10.770,2642,15299,21.801,8.825,1.212,0.825,0.851
1109,18,4932.944,15299.056,4930,15297,6,4,0.965,6.325,4930,15300,18.435,4.000,1.414,0.707,0.857
1110,19,2404.237,15311.868,2401,15309,6,5,0.916,6.708,2401,15313,26.565,4.950,1.385,0.722,0.826
1111,5,6456.100,15323.100,6454,15321,4,4,0.491,5.000,6454,15321,126.870,2.774,2.632,0.380,0.526
1112,11,1183.136,15334.591,1181,15333,4,3,1.000,5.000,1181,15336,36.870,3.000,1.372,0.729,0.957
1113,8,6103.375,15338.375,6102,15337,3,3,1.000,4.243,6102,15340,45.000,3.000,1.229,0.814,0.941
1114,6,4637.500,15341.000,4636,15340,3,2,1.000,3.606,4636,15340,146.310,2.000,1.500,0.667,1.000
1115,5,5634.500,15360.500,5633,15359,3,3,0.873,3.162,5634,15359,108.435,2.828,1.000,1.000,0.714
1116,341,1437.705,15375.365,1427,15365,22,21,0.806,23.409,1427,15381,19.983,20.572,1.127,0.887,0.917
1117,16,4330.688,15378.062,4329,15375,4,7,0.573,8.062,4329,15382,60.255,3.881,2.515,0.398,0.744
1118,38,1424.211,15393.289,1420,15389,8,8,0.751,8.944,1420,15395,26.565,7.071,1.431,0.699,0.792
1119,4,5590.000,15395.000,5589,15394,2,2,1.000,2.828,5589,15394,135.000,2.000,1.000,1.000,1.000
1120,187,1399.735,15423.120,1382,15412,28,20,0.372,32.202,1382,15412,143.842,12.969,2.724,0.367,0.680
1121,9,1417.500,15435.500,1416,15434,3,3,1.000,4.243,1416,15434,135.000,3.000,1.000,1.000,1.000
1122,597,1501.518,15468.034,1487,15454,29,27,0.796,31.623,1488,15476,34.695,26.740,1.182,0.846,0.936
1123,21,1141.452,15470.500,1138,15468,6,5,0.802,7.211,1138,15472,33.690,5.000,1.360,0.735,0.808
1124,45,5490.522,15471.411,5486,15468,9,7,0.890,9.220,5486,15472,12.529,7.000,1.244,0.804,0.857
1125,8,4622.375,15471.625,4621,15470,3,3,1.000,4.243,4621,15470,135.000,3.000,1.229,0.814,0.941
1126,102,808.804,15497.882,802,15491,13,13,0.552,13.601,809,15491,107.103,12.854,1.068,0.937,0.785
1127,259,5032.307,15509.998,5023,15500,18,20,0.784,20.616,5031,15500,104.036,18.000,1.130,0.885,0.895
1128,45,816.700,15507.700,812,15505,10,6,0.745,10.817,813,15511,33.690,6.000,1.670,0.599,0.900
1129,7,694.929,15515.786,694,15514,2,4,0.943,4.472,694,15518,63.435,2.000,1.936,0.517,0.933
1130,5,4078.300,15535.900,4077,15535,3,2,1.000,3.606,4077,15537,33.690,2.000,1.553,0.644,0.909
1131,29,3259.569,15543.052,3256,15540,7,6,1.000,7.280,3256,15542,164.055,6.000,1.120,0.893,0.853
1132,21,4548.833,15554.119,4545,15552,9,4,0.581,9.849,4545,15556,23.962,3.536,3.182,0.314,0.778
1133,19,4446.974,15554.342,4442,15553,11,3,0.418,11.180,4442,15556,10.305,3.000,4.028,0.248,0.745
1134,27,2637.759,15558.352,2634,15555,7,6,0.943,7.280,2634,15559,15.945,6.000,1.142,0.876,0.844
1135,5,1879.700,15588.900,1878,15588,3,2,1.000,3.606,1878,15588,146.310,2.000,1.553,0.644,0.909
1136,13,5715.654,15601.577,5713,15600,5,4,0.922,5.831,5713,15600,149.036,3.883,1.734,0.577,0.812
1137,19,5642.553,15629.132,5639,15625,7,7,0.543,9.220,5639,15631,40.601,4.715,2.373,0.421,0.644
1138,705,2327.069,15643.572,2311,15628,31,31,0.825,32.802,2312,15651,37.569,30.069,1.056,0.947,0.921
1139,11,6455.773,15633.500,6453,15632,5,3,0.887,5.385,6453,15633,158.199,3.000,1.714,0.583,0.846
1140,7,4911.929,15634.500,4909,15633,5,3,0.621,5.831,4909,15633,149.036,2.530,3.158,0.317,0.667
1141,4,1496.000,15640.500,1495,15639,2,3,0.857,3.606,1495,15639,123.690,2.000,2.031,0.492,0.800
1142,55,5395.773,15694.682,5391,15691,9,8,0.910,10.000,5393,15699,53.130,8.000,1.114,0.897,0.894
1143,91,5405.445,15708.225,5399,15703,12,11,0.805,13.038,5400,15711,32.471,10.607,1.125,0.889,0.875
1144,391,1116.068,15716.620,1105,15705,22,23,0.901,23.854,1106,15723,33.024,22.000,1.030,0.971,0.942
1145,17,3132.029,15733.500,3129,15731,5,5,0.911,6.403,3129,15735,38.660,4.715,1.341,0.746,0.829
1146,116,2733.353,15744.681,2727,15738,13,13,0.838,14.318,2730,15738,114.775,12.442,1.019,0.981,0.882
1147,28,3144.893,15742.964,3141,15740,7,6,0.920,8.062,3141,15741,150.255,5.692,1.478,0.677,0.836
1148,7,6148.643,15760.786,6147,15759,3,3,1.000,4.243,6147,15762,45.000,3.000,1.380,0.725,0.875
1149,201,4865.465,15768.863,4857,15761,17,16,0.887,17.804,4858,15764,141.843,15.652,1.098,0.911,0.916
1150,4,5957.500,15761.750,5956,15761,3,2,1.000,3.162,5956,15761,161.565,2.000,1.468,0.681,0.800
1151,18,2932.889,15773.056,2930,15771,6,5,0.868,6.708,2930,15771,153.435,4.243,1.571,0.636,0.837
1152,268,1097.507,15780.888,1085,15772,22,18,0.674,23.087,1085,15777,162.350,18.000,1.116,0.896,0.870
1153,32,2842.906,15792.562,2839,15789,7,7,0.645,8.602,2841,15796,54.462,6.791,1.244,0.804,0.810
1154,7,2664.643,15801.214,2663,15800,3,3,1.000,4.243,2663,15800,135.000,3.000,1.380,0.725,0.875
1155,44,1102.500,15837.000,1098,15833,8,8,0.589,9.434,1098,15839,32.005,7.778,1.216,0.823,0.807
1156,7,3497.500,15847.214,3496,15846,3,3,1.000,3.606,3496,15846,123.690,3.000,1.069,0.936,0.875
1157,12,2171.917,15850.917,2168,15850,7,2,0.615,7.280,2168,15850,164.055,2.000,3.377,0.296,0.923
1158,6,807.667,15852.667,806,15851,3,3,1.000,3.606,807,15851,123.690,2.828,1.291,0.775,0.800
1159,7,2131.786,15863.071,2130,15862,4,2,1.000,4.472,2130,15862,153.435,2.000,1.936,0.517,0.933
1160,26,2333.846,15886.385,2329,15884,11,4,0.457,11.402,2329,15885,164.745,4.000,2.898,0.345,0.743
1161,37,2362.986,15887.014,2356,15884,13,6,0.388,13.928,2356,15889,21.038,4.916,3.061,0.327,0.692
1162,11,2298.318,15887.591,2295,15886,7,3,0.494,7.280,2295,15889,15.945,2.668,3.478,0.287,0.667
1163,7,2451.071,15890.643,2449,15889,4,3,0.800,5.000,2449,15889,143.130,2.530,2.408,0.415,0.737
1164,4,2342.000,15893.000,2341,15892,2,2,1.000,2.828,2341,15892,135.000,2.000,1.000,1.000,1.000
1165,23,4175.761,15908.587,4172,15906,7,5,0.824,7.810,4173,15911,39.806,4.919,1.679,0.596,0.836
1166,4,2456.000,15912.000,2455,15911,2,2,1.000,2.828,2455,15911,135.000,2.000,1.000,1.000,1.000
1167,105,2649.919,15918.595,2644,15913,12,12,0.912,13.038,2645,15923,32.471,11.649,1.099,0.910,0.897
1168,28,3028.357,15918.964,3024,15916,10,6,0.592,10.770,3024,15921,21.801,4.919,2.849,0.351,0.700
1169,10,3043.000,15916.900,3040,15916,6,2,0.599,6.325,3040,15916,161.565,2.000,3.306,0.303,0.833
1170,32,2763.750,15923.438,2761,15918,6,9,0.588,10.296,2762,15918,119.055,6.000,1.977,0.506,0.744
1171,29,2942.224,15928.328,2939,15925,6,7,1.000,7.280,2941,15925,105.945,6.000,1.140,0.877,0.853
1172,10,2857.300,15927.700,2854,15926,6,4,0.579,6.708,2854,15926,153.435,3.000,2.873,0.348,0.667
1173,34,2865.441,15934.912,2862,15931,7,8,0.770,10.630,2862,15931,131.186,5.145,2.340,0.427,0.850
1174,15,3011.167,15935.233,3010,15932,3,7,0.694,7.280,3010,15939,74.055,3.000,2.392,0.418,0.857
1175,4,2961.500,15937.750,2960,15937,3,2,1.000,3.162,2960,15937,161.565,2.000,1.468,0.681,0.800
1176,6,3122.333,15940.333,3121,15939,3,3,1.000,3.606,3121,15939,123.690,2.828,1.291,0.775,0.800
1177,37,4907.824,15943.716,4904,15940,8,7,0.928,8.246,4904,15942,165.964,7.000,1.202,0.832,0.831
1178,4,3127.500,15941.750,3126,15941,3,2,1.000,3.162,3126,15941,161.565,2.000,1.468,0.681,0.800
1179,7,3010.500,15943.500,3009,15942,3,3,1.000,4.243,3009,15945,45.000,2.828,1.596,0.626,0.875
1180,4,2917.000,15946.000,2916,15945,2,2,1.000,2.828,2916,15945,135.000,2.000,1.000,1.000,1.000
1181,16,2967.375,15947.250,2964,15945,7,4,0.719,7.616,2964,15949,23.199,4.000,2.244,0.446,0.744
1182,5,2953.300,15948.100,2952,15947,3,2,1.000,3.606,2952,15947,146.310,2.000,1.553,0.644,0.909
1183,12,3135.833,15948.917,3133,15947,6,4,0.623,6.325,3133,15951,18.435,3.726,1.810,0.553,0.686
1184,4915,3460.557,15993.206,3418,15947,79,89,0.491,89.202,3459,16036,86.143,75.948,1.149,0.870,0.938
1185,12,2299.000,15950.000,2296,15949,6,2,0.809,6.325,2296,15949,161.565,2.000,3.000,0.333,1.000
1186,6,3054.667,15953.667,3053,15952,3,3,1.000,3.606,3054,15952,123.690,2.828,1.291,0.775,0.800
1187,5,3069.900,15952.900,3068,15952,4,2,0.764,4.472,3068,15954,26.565,2.000,2.610,0.383,0.769
1188,13,3097.423,15954.731,3095,15952,5,5,0.697,7.071,3095,15957,45.000,3.578,2.461,0.406,0.722
1189,4,2910.000,15954.000,2909,15953,2,2,1.000,2.828,2909,15953,135.000,2.000,1.000,1.000,1.000
1190,5,3076.700,15955.300,3075,15954,3,3,0.873,4.243,3075,15954,135.000,2.121,2.308,0.433,0.769
1191,4,3062.000,15956.000,3061,15955,2,2,1.000,2.828,3061,15955,135.000,2.000,1.000,1.000,1.000
1192,6,3135.667,15957.333,3134,15956,3,3,1.000,3.606,3134,15958,33.690,2.828,1.291,0.775,0.800
1193,5,1848.700,15957.900,1847,15957,3,2,1.000,3.606,1847,15957,146.310,2.000,1.553,0.644,0.909
1194,10,3073.200,15959.400,3070,15958,6,3,0.650,6.708,3070,15958,153.435,2.530,3.352,0.298,0.741
1195,13,3119.038,15960.115,3115,15958,8,4,0.438,8.544,3115,15958,159.444,3.343,3.473,0.288,0.619
1196,6,3080.167,15961.333,3078,15960,5,2,0.555,5.385,3078,15960,158.199,2.000,3.550,0.282,0.750
1197,5,3088.500,15961.500,3087,15960,3,3,0.873,3.162,3088,15960,108.435,2.828,1.000,1.000,0.714
1198,5,2990.900,15962.300,2990,15961,2,3,1.000,3.606,2990,15964,56.310,2.000,1.553,0.644,0.909
1199,8,3103.250,15962.875,3101,15961,4,4,0.710,4.472,3101,15963,26.565,3.795,1.228,0.814,0.696
1200,4,3109.000,15962.000,3108,15961,2,2,1.000,2.828,3108,15961,135.000,2.000,1.000,1.000,1.000
1201,8,3011.750,15963.625,3010,15962,4,3,1.000,5.000,3010,15962,143.130,2.828,1.939,0.516,0.842
1202,10,3096.600,15963.600,3094,15962,5,3,0.776,5.385,3094,15964,21.801,3.000,1.779,0.562,0.741
1203,5,3124.700,15962.700,3123,15962,4,2,0.764,4.472,3123,15964,26.565,2.000,2.749,0.364,0.769
1204,9,1007.722,15966.944,1005,15966,5,2,0.832,5.385,1005,15966,158.199,2.000,2.386,0.419,0.947
1205,13,3909.346,15975.885,3906,15974,6,4,0.646,6.708,3906,15975,153.435,3.881,1.820,0.549,0.722
1206,41,6433.305,15977.500,6428,15974,10,7,0.604,10.440,6428,15978,16.699,7.000,1.542,0.648,0.788
1207,4,3868.000,15976.000,3867,15975,2,2,1.000,2.828,3867,15975,135.000,2.000,1.000,1.000,1.000
1208,9,3898.944,15980.167,3897,15978,4,4,0.884,5.657,3897,15982,45.000,2.828,2.314,0.432,0.783
1209,48,3772.604,15989.292,3768,15985,10,8,0.749,10.770,3768,15987,158.199,8.000,1.274,0.785,0.691
1210,7,1836.786,15997.357,1835,15996,3,3,1.000,4.243,1835,15996,135.000,3.000,1.380,0.725,0.875
1211,6,3810.000,15997.167,3808,15996,4,2,0.916,4.123,3808,15997,165.964,2.000,1.809,0.553,0.857
1212,7,6054.500,16026.786,6053,16025,3,3,1.000,3.606,6054,16025,123.690,3.000,1.069,0.936,0.875
1213,799,5239.492,16054.748,5222,16040,34,30,0.789,35.735,5222,16048,162.072,30.000,1.111,0.900,0.943
1214,9,5718.389,16059.611,5716,16058,4,3,0.923,4.472,5716,16059,153.435,3.000,1.343,0.745,0.857
1215,10,2567.700,16061.500,2566,16060,4,3,1.000,4.472,2566,16060,153.435,3.000,1.236,0.809,0.909
1216,12,1845.333,16076.833,1843,16074,4,6,0.643,7.211,1843,16074,123.690,3.328,2.534,0.395,0.750
1217,29,5944.672,16080.224,5941,16077,7,6,0.898,8.602,5941,16082,35.538,5.657,1.634,0.612,0.866
1218,10,4920.800,16082.800,4918,16081,5,3,0.806,5.385,4918,16082,158.199,3.000,1.853,0.540,0.800
1219,31,4011.339,16086.081,4006,16083,10,6,0.585,11.662,4006,16083,149.036,4.743,3.265,0.306,0.765
1220,166,2665.181,16091.855,2655,16085,18,14,0.773,18.248,2655,16093,9.462,14.000,1.205,0.830,0.871
1221,4,4982.000,16088.000,4981,16087,2,2,1.000,2.828,4981,16087,135.000,2.000,1.000,1.000,1.000
1222,12,5804.083,16108.500,5800,16106,8,5,0.343,8.944,5800,16111,26.565,3.130,4.079,0.245,0.558
1223,4,5813.000,16108.000,5812,16107,2,2,1.000,2.828,5812,16107,135.000,2.000,1.000,1.000,1.000
1224,7,5251.071,16109.643,5249,16108,4,3,0.800,5.000,5249,16108,143.130,2.530,2.408,0.415,0.737
1225,8,5821.750,16111.625,5819,16109,5,4,0.429,5.385,5819,16113,21.801,4.000,1.398,0.715,0.552
1226,34,5838.088,16114.735,5835,16111,8,8,0.577,9.434,5835,16112,147.995,6.800,1.277,0.783,0.723
1227,89,5889.455,16118.298,5878,16111,20,15,0.219,23.854,5878,16111,146.976,8.930,3.746,0.267,0.555
1228,4,5797.000,16113.000,5796,16112,2,2,1.000,2.828,5796,16112,135.000,2.000,1.000,1.000,1.000
1229,9,5790.833,16114.389,5788,16113,6,3,0.585,6.325,5788,16115,18.435,2.846,2.732,0.366,0.692
1230,5,5828.500,16114.500,5827,16113,3,3,0.873,3.162,5828,16113,108.435,2.828,1.000,1.000,0.714
1231,320,2690.812,16125.131,2681,16114,19,23,0.811,25.942,2684,16114,117.553,18.190,1.355,0.738,0.917
1232,26,5860.692,16115.269,5853,16114,15,3,0.290,15.133,5853,16115,172.405,3.000,6.018,0.166,0.612
1233,23,5294.326,16117.717,5291,16115,6,6,0.878,7.211,5291,16119,33.690,5.367,1.359,0.736,0.821
1234,6,5570.500,16116.667,5569,16115,3,3,1.000,4.243,5569,16115,135.000,2.683,1.809,0.553,0.800
1235,9,5566.389,16121.389,5565,16119,3,4,0.923,4.472,5566,16119,116.565,3.000,1.343,0.745,0.857
1236,8,5849.250,16121.250,5847,16119,4,4,0.710,5.000,5847,16123,36.870,3.328,1.859,0.538,0.696
1237,5,6151.100,16121.700,6150,16120,2,3,1.000,3.606,6150,16123,56.310,2.000,1.553,0.644,0.909
1238,6,5883.000,16122.500,5882,16121,2,3,1.000,3.606,5882,16121,123.690,2.000,1.500,0.667,1.000
1239,6,6148.000,16125.500,6147,16124,2,3,1.000,3.606,6147,16124,123.690,2.000,1.500,0.667,1.000
1240,4,5536.000,16126.000,5535,16125,2,2,1.000,2.828,5535,16125,135.000,2.000,1.000,1.000,1.000
1241,4,5543.000,16128.000,5542,16127,2,2,1.000,2.828,5542,16127,135.000,2.000,1.000,1.000,1.000
1242,4,5861.000,16128.000,5860,16127,2,2,1.000,2.828,5860,16127,135.000,2.000,1.000,1.000,1.000
1243,21,6158.214,16131.643,6156,16128,4,7,0.880,7.616,6157,16128,113.199,4.000,1.644,0.608,0.875
1244,4,6166.000,16132.000,6165,16131,2,2,1.000,2.828,6165,16131,135.000,2.000,1.000,1.000,1.000
1245,15,6184.900,16132.900,6183,16131,4,4,1.000,5.657,6183,16135,45.000,4.000,1.137,0.880,0.968
1246,8,5895.000,16134.000,5893,16133,4,2,1.000,4.472,5893,16133,153.435,2.000,2.000,0.500,1.000
1247,125,6185.484,16146.580,6176,16139,17,15,0.396,20.616,6176,16140,140.906,12.088,1.549,0.646,0.648
1248,1143,6157.618,16164.386,6138,16141,36,48,0.719,50.695,6148,16142,112.011,31.556,1.639,0.610,0.937
1249,5,6197.300,16142.700,6195,16142,4,2,0.674,4.472,6195,16142,153.435,2.000,2.749,0.364,0.769
1250,8,6171.750,16146.500,6170,16144,3,5,0.645,5.385,6170,16144,111.801,2.910,1.878,0.533,0.696
1251,4,6196.000,16148.000,6195,16147,2,2,1.000,2.828,6195,16147,135.000,2.000,1.000,1.000,1.000
1252,10,6212.100,16153.300,6210,16151,4,4,0.887,5.000,6210,16155,36.870,3.795,1.216,0.823,0.769
1253,4,6135.500,16155.000,6134,16154,3,2,1.000,3.606,6134,16154,146.310,2.000,2.031,0.492,0.800
